name,Count!!RACE!!Total population,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Two or More Races,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Hispanic or Latino,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!White alone,Zip Code Area
ZCTA5 51546,2815,64,3,0,5,5,42,2696,51546
ZCTA5 51548,486,13,3,0,0,1,6,459,51548
ZCTA5 51549,498,10,2,0,2,3,11,470,51549
ZCTA5 51550,190,15,0,0,0,0,3,170,51550
ZCTA5 51551,1783,59,1,2,7,4,55,1647,51551
ZCTA5 51552,265,14,2,0,0,0,2,247,51552
ZCTA5 51553,992,19,0,0,3,1,16,951,51553
ZCTA5 51554,172,9,0,0,1,0,6,154,51554
ZCTA5 51555,5099,136,12,0,7,18,138,4779,51555
ZCTA5 51556,428,14,0,0,3,4,4,403,51556
ZCTA5 51557,779,10,1,0,1,0,12,751,51557
ZCTA5 51558,518,7,2,0,1,0,4,503,51558
ZCTA5 51559,1911,46,4,0,4,5,41,1805,51559
ZCTA5 51560,1998,39,9,1,6,13,160,1762,51560
ZCTA5 51561,907,38,2,0,5,9,45,802,51561
ZCTA5 51562,463,8,0,0,0,0,4,450,51562
ZCTA5 51563,681,20,0,0,2,4,19,635,51563
ZCTA5 51564,501,12,1,0,0,1,2,483,51564
ZCTA5 51565,464,18,3,0,1,1,9,432,51565
ZCTA5 51566,6772,197,13,2,19,20,328,6186,51566
ZCTA5 51570,1146,25,1,0,4,1,31,1084,51570
ZCTA5 51571,635,25,0,0,0,2,9,592,51571
ZCTA5 51572,360,5,0,0,2,3,1,349,51572
ZCTA5 51573,1075,30,1,0,2,0,9,1033,51573
ZCTA5 51575,1738,42,0,1,2,3,21,1667,51575
ZCTA5 51576,2058,35,7,0,1,13,56,1941,51576
ZCTA5 51577,1101,22,2,0,1,5,22,1045,51577
ZCTA5 51578,116,2,0,0,0,0,1,113,51578
ZCTA5 51579,2437,52,1,0,5,10,50,2316,51579
ZCTA5 51601,5681,181,14,0,19,49,231,5178,51601
ZCTA5 51630,180,1,0,0,0,0,1,176,51630
ZCTA5 51631,297,7,0,0,1,0,8,281,51631
ZCTA5 51632,7024,240,35,0,339,63,197,6147,51632
ZCTA5 51636,356,21,1,0,2,0,3,329,51636
ZCTA5 51637,173,6,0,0,0,0,4,162,51637
ZCTA5 51638,1189,29,10,0,4,5,11,1130,51638
ZCTA5 51639,873,28,0,0,4,2,12,826,51639
ZCTA5 51640,1290,37,3,1,2,2,36,1208,51640
ZCTA5 51645,219,5,0,0,0,0,2,208,51645
ZCTA5 51646,730,18,0,0,0,5,4,701,51646
ZCTA5 51647,173,10,0,0,0,0,6,157,51647
ZCTA5 51648,166,6,1,0,0,0,8,150,51648
ZCTA5 51649,355,4,0,0,2,1,6,342,51649
ZCTA5 51650,322,10,0,0,0,0,6,306,51650
ZCTA5 51651,147,3,0,0,0,0,1,143,51651
ZCTA5 51652,1629,50,9,1,0,2,89,1467,51652
ZCTA5 51653,1357,41,0,3,4,3,29,1275,51653
ZCTA5 51654,421,32,6,1,0,0,7,375,51654
ZCTA5 51656,60,5,0,0,0,0,2,53,51656
ZCTA5 52001,43572,1543,81,570,3281,404,1681,35878,52001
ZCTA5 52002,17177,450,14,213,428,359,424,15251,52002
ZCTA5 52003,14060,326,23,17,83,90,350,13133,52003
ZCTA5 52030,380,7,0,0,19,0,3,348,52030
ZCTA5 52031,5143,94,4,0,19,9,48,4963,52031
ZCTA5 52032,1424,28,2,0,5,0,32,1352,52032
ZCTA5 52033,3478,51,0,4,7,7,98,3310,52033
ZCTA5 52035,915,21,1,0,3,1,10,879,52035
ZCTA5 52036,137,5,0,0,0,0,6,126,52036
ZCTA5 52037,1216,34,3,0,26,1,19,1131,52037
ZCTA5 52038,478,2,0,0,0,2,6,468,52038
ZCTA5 52039,1195,40,2,0,1,15,12,1123,52039
ZCTA5 52040,5911,88,4,9,105,14,175,5501,52040
ZCTA5 52041,1490,25,1,0,1,6,24,1431,52041
ZCTA5 52042,1828,33,1,0,3,5,21,1761,52042
ZCTA5 52043,2047,24,1,1,7,1,30,1983,52043
ZCTA5 52044,158,1,0,0,0,0,0,157,52044
ZCTA5 52045,2739,24,2,0,47,89,43,2523,52045
ZCTA5 52046,2391,13,0,0,4,4,79,2287,52046
ZCTA5 52047,570,15,1,0,2,2,13,537,52047
ZCTA5 52048,327,5,0,0,0,1,1,320,52048
ZCTA5 52049,1339,19,4,1,7,1,44,1263,52049
ZCTA5 52050,490,7,1,0,0,0,10,472,52050
ZCTA5 52052,2955,61,9,1,11,9,31,2822,52052
ZCTA5 52053,1120,16,0,0,0,1,14,1089,52053
ZCTA5 52054,920,18,1,0,7,0,10,884,52054
ZCTA5 52056,245,3,0,0,0,3,3,236,52056
ZCTA5 52057,8064,183,16,0,95,28,127,7599,52057
ZCTA5 52060,8494,218,19,190,84,36,130,7798,52060
ZCTA5 52064,752,17,1,0,3,0,3,727,52064
ZCTA5 52065,802,2,0,0,5,0,18,777,52065
ZCTA5 52066,86,0,0,0,1,0,0,85,52066
ZCTA5 52068,4835,103,4,0,63,27,59,4572,52068
ZCTA5 52069,1512,12,1,0,6,0,23,1464,52069
ZCTA5 52070,1006,12,9,0,2,0,13,970,52070
ZCTA5 52071,120,4,0,0,0,0,0,116,52071
ZCTA5 52072,384,16,0,0,0,1,6,361,52072
ZCTA5 52073,1590,23,0,0,4,6,26,1531,52073
ZCTA5 52074,328,11,1,0,0,0,5,311,52074
ZCTA5 52075,143,2,0,0,1,0,0,138,52075
ZCTA5 52076,2123,65,7,2,5,3,42,1996,52076
ZCTA5 52077,362,4,0,1,0,2,2,353,52077
ZCTA5 52078,847,11,0,0,0,0,5,830,52078
ZCTA5 52079,753,6,0,0,4,0,3,728,52079
ZCTA5 52101,13186,301,13,12,108,162,362,12203,52101
ZCTA5 52132,1832,42,2,0,7,7,56,1714,52132
ZCTA5 52133,473,12,0,0,0,1,24,436,52133
ZCTA5 52134,252,3,1,0,0,0,13,233,52134
ZCTA5 52135,793,4,2,0,0,2,10,775,52135
ZCTA5 52136,6009,160,22,1,23,23,136,5638,52136
ZCTA5 52140,553,2,1,0,0,0,10,537,52140
ZCTA5 52141,1386,22,2,0,2,5,22,1333,52141
ZCTA5 52142,1797,39,7,0,56,25,59,1606,52142
ZCTA5 52144,1186,15,0,0,2,1,17,1151,52144
ZCTA5 52146,867,8,0,0,0,3,5,849,52146
ZCTA5 52147,947,34,0,0,0,0,21,888,52147
ZCTA5 52151,2057,50,2,1,7,8,22,1965,52151
ZCTA5 52154,981,22,1,0,2,3,34,918,52154
ZCTA5 52155,1244,31,2,2,0,5,55,1144,52155
ZCTA5 52156,739,6,0,0,8,3,29,693,52156
ZCTA5 52157,1645,23,11,0,3,6,16,1583,52157
ZCTA5 52158,273,15,1,0,2,0,2,253,52158
ZCTA5 52159,2232,44,0,0,6,13,29,2138,52159
ZCTA5 52160,808,13,2,1,0,0,8,782,52160
ZCTA5 52161,1409,12,4,0,2,3,61,1327,52161
ZCTA5 52162,3481,53,2,1,217,21,1114,2063,52162
ZCTA5 52163,273,5,4,0,0,0,23,241,52163
ZCTA5 52164,193,9,0,0,1,0,0,183,52164
ZCTA5 52165,876,12,1,0,0,0,58,805,52165
ZCTA5 52166,127,0,0,0,0,0,0,125,52166
ZCTA5 52168,379,6,0,0,1,1,1,370,52168
ZCTA5 52169,417,13,2,0,1,0,4,395,52169
ZCTA5 52170,499,7,0,0,0,0,11,481,52170
ZCTA5 52171,926,29,0,0,1,0,11,883,52171
ZCTA5 52172,6097,83,7,2,25,10,131,5833,52172
ZCTA5 52175,3412,83,7,0,46,17,97,3158,52175
ZCTA5 52201,1177,39,0,0,2,4,129,995,52201
ZCTA5 52202,1112,35,2,0,4,4,11,1051,52202
ZCTA5 52203,1911,48,0,0,5,10,35,1802,52203
ZCTA5 52205,8782,242,31,2,358,36,269,7819,52205
ZCTA5 52206,2635,81,3,0,8,5,18,2518,52206
ZCTA5 52207,343,12,0,0,0,0,3,326,52207
ZCTA5 52208,2951,96,2,0,13,17,50,2768,52208
ZCTA5 52209,1106,21,0,0,2,0,75,1004,52209
ZCTA5 52210,746,17,0,0,4,1,19,705,52210
ZCTA5 52211,2592,51,8,0,5,6,59,2461,52211
ZCTA5 52212,274,11,2,0,1,0,4,253,52212
ZCTA5 52213,4408,152,5,1,17,16,53,4154,52213
ZCTA5 52214,3001,92,0,0,8,7,39,2848,52214
ZCTA5 52215,692,14,2,0,3,5,75,593,52215
ZCTA5 52216,1461,27,3,0,7,3,17,1403,52216
ZCTA5 52217,505,17,0,0,1,5,6,474,52217
ZCTA5 52218,1726,42,4,1,4,0,12,1658,52218
ZCTA5 52219,160,8,0,0,0,0,2,148,52219
ZCTA5 52220,252,5,0,0,3,0,7,237,52220
ZCTA5 52221,224,1,1,0,0,0,4,218,52221
ZCTA5 52222,635,3,0,0,0,0,14,618,52222
ZCTA5 52223,1389,11,0,0,7,0,11,1356,52223
ZCTA5 52224,1890,43,0,0,5,7,28,1806,52224
ZCTA5 52225,427,9,0,0,0,1,5,412,52225
ZCTA5 52227,3089,84,5,0,18,21,68,2880,52227
ZCTA5 52228,3402,108,4,1,45,32,84,3126,52228
ZCTA5 52229,730,20,0,0,1,1,26,681,52229
ZCTA5 52231,316,9,0,0,0,0,3,304,52231
ZCTA5 52232,181,1,1,0,0,0,5,173,52232
ZCTA5 52233,7091,353,5,14,480,311,267,5629,52233
ZCTA5 52235,858,29,0,0,40,6,47,735,52235
ZCTA5 52236,570,12,1,0,2,2,15,536,52236
ZCTA5 52237,1593,32,3,0,12,1,19,1526,52237
ZCTA5 52240,34224,1384,57,5,3666,1715,3534,23706,52240
ZCTA5 52241,22319,914,36,3,3088,1940,1555,14714,52241
ZCTA5 52242,5657,143,0,0,89,293,343,4786,52242
ZCTA5 52245,21874,914,22,3,1117,995,1272,17451,52245
ZCTA5 52246,22829,988,22,10,3049,2751,1550,14363,52246
ZCTA5 52247,5976,125,1,0,47,18,189,5582,52247
ZCTA5 52248,1674,44,2,0,8,1,37,1579,52248
ZCTA5 52249,912,16,4,0,3,1,20,864,52249
ZCTA5 52251,501,10,0,0,3,1,11,476,52251
ZCTA5 52252,50,0,0,0,0,0,5,45,52252
ZCTA5 52253,3356,75,3,0,24,7,56,3186,52253
ZCTA5 52254,878,25,0,0,7,4,10,830,52254
ZCTA5 52255,1189,30,3,0,2,3,17,1134,52255
ZCTA5 52257,259,7,0,0,2,0,6,244,52257
ZCTA5 52301,3745,123,3,0,8,10,129,3448,52301
ZCTA5 52302,43130,1800,54,13,1266,923,1335,37629,52302
ZCTA5 52305,663,24,0,0,1,0,23,615,52305
ZCTA5 52306,1653,45,7,1,9,8,38,1540,52306
ZCTA5 52307,145,2,0,0,1,3,0,139,52307
ZCTA5 52308,135,1,0,0,0,0,14,120,52308
ZCTA5 52309,419,9,0,0,0,1,3,405,52309
ZCTA5 52310,6417,143,6,0,48,24,138,6027,52310
ZCTA5 52312,96,6,0,0,1,0,2,87,52312
ZCTA5 52313,391,4,2,0,0,2,9,374,52313
ZCTA5 52314,5937,196,11,2,72,98,192,5351,52314
ZCTA5 52315,1171,44,1,1,4,3,17,1099,52315
ZCTA5 52316,1622,49,4,0,11,3,62,1489,52316
ZCTA5 52317,22096,1030,22,13,1293,637,1281,17756,52317
ZCTA5 52318,908,29,0,0,5,5,11,857,52318
ZCTA5 52320,1087,20,1,0,12,1,7,1044,52320
ZCTA5 52321,451,24,0,0,10,0,8,409,52321
ZCTA5 52322,2260,71,3,2,10,12,50,2107,52322
ZCTA5 52323,738,18,5,0,0,0,9,705,52323
ZCTA5 52324,2476,86,0,0,33,16,48,2291,52324
ZCTA5 52325,815,35,1,0,6,6,11,755,52325
ZCTA5 52326,565,17,0,0,0,0,3,545,52326
ZCTA5 52327,3333,78,3,1,18,6,91,3129,52327
ZCTA5 52328,2889,85,0,0,23,54,57,2661,52328
ZCTA5 52329,722,17,0,1,1,0,14,689,52329
ZCTA5 52330,848,10,0,0,3,0,6,829,52330
ZCTA5 52332,1995,108,0,0,10,8,35,1828,52332
ZCTA5 52333,7312,229,4,3,22,43,105,6898,52333
ZCTA5 52334,355,16,0,0,3,0,4,331,52334
ZCTA5 52335,605,17,0,0,8,3,17,560,52335
ZCTA5 52336,2310,78,9,3,4,12,48,2156,52336
ZCTA5 52337,828,27,3,0,7,0,13,776,52337
ZCTA5 52338,3457,103,5,0,19,25,40,3257,52338
ZCTA5 52339,4717,213,884,0,47,24,1088,2456,52339
ZCTA5 52340,4810,244,13,2,222,111,256,3945,52340
ZCTA5 52341,1045,28,0,0,2,7,11,994,52341
ZCTA5 52342,3192,117,152,1,41,20,475,2382,52342
ZCTA5 52344,22,0,0,0,0,0,0,22,52344
ZCTA5 52345,1572,48,0,1,8,6,18,1490,52345
ZCTA5 52346,1094,33,0,0,10,1,25,1022,52346
ZCTA5 52347,1392,30,3,0,11,1,23,1324,52347
ZCTA5 52348,48,2,0,0,0,0,2,44,52348
ZCTA5 52349,7405,183,15,0,42,24,114,6997,52349
ZCTA5 52351,1380,48,0,0,5,4,25,1291,52351
ZCTA5 52352,1815,52,0,1,2,4,10,1741,52352
ZCTA5 52353,9416,266,8,2,104,80,1106,7813,52353
ZCTA5 52354,355,9,0,0,0,0,7,339,52354
ZCTA5 52355,267,5,0,0,0,1,7,254,52355
ZCTA5 52356,2833,73,5,0,12,1,80,2650,52356
ZCTA5 52358,3839,128,3,1,19,18,172,3492,52358
ZCTA5 52359,270,14,0,0,0,0,5,251,52359
ZCTA5 52361,5018,160,18,1,59,53,195,4518,52361
ZCTA5 52362,920,21,7,0,5,0,7,879,52362
ZCTA5 52401,2320,175,3,4,496,50,128,1460,52401
ZCTA5 52402,42072,2059,71,99,3208,2251,2147,32113,52402
ZCTA5 52403,23012,1293,60,24,1969,249,818,18534,52403
ZCTA5 52404,43385,2155,89,302,6027,716,2417,31528,52404
ZCTA5 52405,26382,1218,54,53,2429,385,985,21187,52405
ZCTA5 52411,7954,225,5,5,78,190,129,7309,52411
ZCTA5 52501,30313,914,63,515,1431,605,4199,22509,52501
ZCTA5 52530,1028,23,1,1,4,3,42,952,52530
ZCTA5 52531,5817,141,5,1,18,13,107,5509,52531
ZCTA5 52533,1157,43,1,3,4,2,27,1075,52533
ZCTA5 52534,366,19,0,0,0,7,6,334,52534
ZCTA5 52535,798,23,2,0,2,0,14,757,52535
ZCTA5 52536,990,34,0,0,1,4,20,931,52536
ZCTA5 52537,7248,153,6,0,4,15,122,6941,52537
ZCTA5 52540,1408,35,4,0,0,3,29,1328,52540
ZCTA5 52542,462,5,0,0,0,4,5,448,52542
ZCTA5 52543,287,8,0,1,0,0,2,274,52543
ZCTA5 52544,7481,203,12,0,74,55,183,6940,52544
ZCTA5 52548,76,4,0,1,0,0,4,67,52548
ZCTA5 52549,646,21,2,0,0,1,2,620,52549
ZCTA5 52550,486,13,0,0,1,0,12,460,52550
ZCTA5 52551,638,19,1,0,0,1,12,604,52551
ZCTA5 52552,894,18,1,0,0,2,6,867,52552
ZCTA5 52553,1639,32,1,0,7,14,30,1549,52553
ZCTA5 52554,1222,44,0,1,0,0,31,1145,52554
ZCTA5 52555,311,4,0,0,0,3,3,301,52555
ZCTA5 52556,11736,477,34,2,222,403,522,10008,52556
ZCTA5 52557,537,6,5,4,179,94,26,220,52557
ZCTA5 52560,408,10,1,0,1,0,6,388,52560
ZCTA5 52561,901,21,1,0,4,0,23,848,52561
ZCTA5 52562,41,0,0,0,0,0,0,41,52562
ZCTA5 52563,1423,32,0,0,5,0,30,1355,52563
ZCTA5 52565,1940,33,2,0,7,13,33,1852,52565
ZCTA5 52566,164,7,0,0,0,1,2,147,52566
ZCTA5 52567,562,14,0,0,1,0,12,535,52567
ZCTA5 52568,97,1,0,0,0,0,4,92,52568
ZCTA5 52569,609,7,2,0,0,1,6,590,52569
ZCTA5 52570,961,14,1,0,5,3,24,913,52570
ZCTA5 52571,1499,29,1,0,0,2,6,1461,52571
ZCTA5 52572,1206,47,0,0,0,2,16,1141,52572
ZCTA5 52573,158,0,0,0,1,1,0,156,52573
ZCTA5 52574,699,8,4,0,0,0,6,681,52574
ZCTA5 52576,556,10,0,0,4,1,12,529,52576
ZCTA5 52577,14974,551,28,14,361,224,398,13378,52577
ZCTA5 52580,441,9,0,0,2,0,9,420,52580
ZCTA5 52581,277,6,0,0,1,3,5,262,52581
ZCTA5 52583,312,4,0,0,0,0,0,308,52583
ZCTA5 52584,505,8,2,0,1,0,4,490,52584
ZCTA5 52585,940,30,0,0,0,0,24,886,52585
ZCTA5 52586,496,8,0,0,2,0,2,481,52586
ZCTA5 52588,141,3,0,0,1,0,0,137,52588
ZCTA5 52590,1503,49,5,0,0,5,14,1429,52590
ZCTA5 52591,2993,87,3,0,20,6,49,2827,52591
ZCTA5 52593,110,0,0,0,0,2,1,107,52593
ZCTA5 52594,371,5,0,0,0,1,4,361,52594
ZCTA5 52595,428,30,3,0,2,2,6,382,52595
ZCTA5 52601,27899,1413,59,12,2286,244,980,22812,52601
ZCTA5 52619,553,9,1,1,2,0,9,528,52619
ZCTA5 52620,878,15,0,0,2,1,10,849,52620
ZCTA5 52621,681,24,1,0,7,3,24,620,52621
ZCTA5 52623,1989,65,1,2,6,8,22,1869,52623
ZCTA5 52624,354,7,1,0,7,0,7,332,52624
ZCTA5 52625,2498,65,0,0,8,3,37,2382,52625
ZCTA5 52626,1222,41,1,0,1,0,20,1158,52626
ZCTA5 52627,12350,530,27,2,476,64,702,10513,52627
ZCTA5 52630,375,13,0,1,0,1,4,354,52630
ZCTA5 52631,75,3,0,0,0,0,3,69,52631
ZCTA5 52632,12006,636,14,5,368,66,247,10650,52632
ZCTA5 52635,634,20,2,0,1,0,13,595,52635
ZCTA5 52637,2651,88,0,0,25,5,43,2484,52637
ZCTA5 52638,546,15,0,0,5,5,6,514,52638
ZCTA5 52639,1847,58,3,0,25,4,40,1717,52639
ZCTA5 52640,1331,32,0,0,2,4,73,1220,52640
ZCTA5 52641,12920,403,45,6,455,414,883,10666,52641
ZCTA5 52644,373,17,1,0,1,3,8,343,52644
ZCTA5 52645,3211,110,7,2,28,11,57,2991,52645
ZCTA5 52646,415,19,0,0,4,2,9,380,52646
ZCTA5 52647,192,7,1,0,7,1,9,167,52647
ZCTA5 52649,883,16,0,0,2,3,14,840,52649
ZCTA5 52650,813,9,0,0,1,3,5,795,52650
ZCTA5 52651,613,18,2,0,9,1,7,575,52651
ZCTA5 52652,55,1,0,0,0,2,0,52,52652
ZCTA5 52653,3427,109,5,0,22,10,247,3031,52653
ZCTA5 52654,1630,39,1,0,0,11,44,1527,52654
ZCTA5 52655,4438,204,7,6,174,128,180,3729,52655
ZCTA5 52656,2351,67,1,0,6,1,25,2247,52656
ZCTA5 52657,109,3,0,0,1,0,0,105,52657
ZCTA5 52658,957,12,1,0,4,1,36,903,52658
ZCTA5 52659,1499,53,5,0,8,8,78,1343,52659
ZCTA5 52660,214,5,0,0,0,4,4,199,52660
ZCTA5 52701,113,6,0,0,0,1,0,106,52701
ZCTA5 52720,842,26,0,0,3,1,36,771,52720
ZCTA5 52721,727,18,0,0,0,7,7,695,52721
ZCTA5 52722,40629,1588,66,13,1429,2430,2095,32878,52722
ZCTA5 52726,4585,116,6,0,23,18,148,4263,52726
ZCTA5 52727,372,9,0,0,0,0,2,361,52727
ZCTA5 52728,1037,50,1,0,1,5,70,908,52728
ZCTA5 52729,775,19,1,0,2,1,14,738,52729
ZCTA5 52730,5009,184,11,1,34,21,116,4630,52730
ZCTA5 52731,835,23,0,0,0,1,36,770,52731
ZCTA5 52732,25808,1234,69,9,1210,190,1072,21955,52732
ZCTA5 52737,392,3,2,0,4,7,220,153,52737
ZCTA5 52738,3404,54,1,0,38,236,1053,2016,52738
ZCTA5 52739,679,20,0,0,18,12,207,419,52739
ZCTA5 52742,7651,188,10,0,106,27,210,7098,52742
ZCTA5 52745,561,46,0,0,3,1,13,496,52745
ZCTA5 52746,933,36,3,0,2,0,18,868,52746
ZCTA5 52747,2178,56,10,1,11,2,48,2040,52747
ZCTA5 52748,9942,322,13,4,256,61,365,8896,52748
ZCTA5 52749,958,21,0,0,2,0,58,873,52749
ZCTA5 52750,593,10,1,0,2,0,4,576,52750
ZCTA5 52751,1066,35,1,0,3,3,23,1001,52751
ZCTA5 52752,405,10,0,0,6,0,45,344,52752
ZCTA5 52753,6176,243,9,0,104,67,199,5532,52753
ZCTA5 52754,1318,29,1,0,3,3,34,1247,52754
ZCTA5 52755,1996,59,2,0,9,9,100,1814,52755
ZCTA5 52756,2178,43,0,1,11,1,47,2070,52756
ZCTA5 52757,247,6,0,0,0,0,5,236,52757
ZCTA5 52758,231,9,0,0,0,0,3,219,52758
ZCTA5 52759,132,4,0,0,0,1,8,118,52759
ZCTA5 52760,579,19,0,0,4,3,10,543,52760
ZCTA5 52761,30530,883,48,0,1014,285,4906,23318,52761
ZCTA5 52765,436,18,1,0,0,0,16,399,52765
ZCTA5 52766,735,15,2,0,4,6,53,654,52766
ZCTA5 52767,397,7,0,0,0,5,8,375,52767
ZCTA5 52768,1394,39,2,1,10,1,40,1295,52768
ZCTA5 52769,679,13,2,1,4,1,18,639,52769
ZCTA5 52771,46,1,0,0,0,0,0,45,52771
ZCTA5 52772,5129,122,11,0,19,12,125,4823,52772
ZCTA5 52773,2301,66,1,0,11,7,65,2138,52773
ZCTA5 52774,118,2,0,0,0,1,0,114,52774
ZCTA5 52776,5128,87,5,0,22,82,2350,2569,52776
ZCTA5 52777,1322,52,5,0,1,2,30,1231,52777
ZCTA5 52778,4088,141,4,0,16,19,153,3745,52778
ZCTA5 52801,1446,67,4,0,319,21,74,957,52801
ZCTA5 52802,9967,669,50,2,1061,77,1373,6711,52802
ZCTA5 52803,22896,1438,44,5,2978,250,2269,15859,52803
ZCTA5 52804,25836,1476,53,18,2538,585,2270,18832,52804
ZCTA5 52806,28191,1671,61,9,3385,777,2167,20035,52806
ZCTA5 52807,15851,676,12,2,1568,522,895,12108,52807
ZCTA5 53001,1857,53,4,0,4,10,52,1728,53001
ZCTA5 53002,2436,50,8,1,0,21,102,2245,53002
ZCTA5 53003,181,5,0,0,1,0,12,162,53003
ZCTA5 53004,3469,98,7,0,24,46,201,3086,53004
ZCTA5 53005,21433,811,35,6,396,1918,831,17363,53005
ZCTA5 53006,1767,44,0,0,6,4,72,1641,53006
ZCTA5 53007,1787,80,12,1,117,54,79,1439,53007
ZCTA5 53010,7497,151,11,1,18,24,137,7145,53010
ZCTA5 53011,2259,46,2,0,4,6,80,2113,53011
ZCTA5 53012,19027,541,21,3,144,242,438,17590,53012
ZCTA5 53013,3338,85,4,0,9,25,145,3059,53013
ZCTA5 53014,8073,199,27,18,24,25,557,7203,53014
ZCTA5 53015,2625,61,4,0,5,44,234,2277,53015
ZCTA5 53016,405,8,5,0,5,7,28,352,53016
ZCTA5 53017,5496,143,5,0,44,59,90,5145,53017
ZCTA5 53018,7396,206,9,2,41,97,199,6828,53018
ZCTA5 53019,1942,58,5,0,2,5,127,1740,53019
ZCTA5 53020,3474,71,5,0,3,17,55,3319,53020
ZCTA5 53021,4715,98,9,1,43,11,203,4338,53021
ZCTA5 53022,19935,670,47,2,611,886,638,17040,53022
ZCTA5 53023,1409,27,4,0,1,5,52,1316,53023
ZCTA5 53024,18291,496,36,5,177,481,536,16505,53024
ZCTA5 53027,23254,652,45,5,175,190,1102,20990,53027
ZCTA5 53029,21239,676,43,11,122,377,671,19298,53029
ZCTA5 53031,74,1,0,0,0,0,12,61,53031
ZCTA5 53032,4933,149,18,2,33,19,236,4471,53032
ZCTA5 53033,5502,84,5,1,21,62,84,5222,53033
ZCTA5 53034,1733,67,23,0,7,7,40,1583,53034
ZCTA5 53035,2282,73,5,0,5,5,42,2152,53035
ZCTA5 53036,3540,73,2,1,11,22,104,3316,53036
ZCTA5 53037,10072,273,8,5,89,106,234,9326,53037
ZCTA5 53038,4372,159,3,1,26,51,415,3694,53038
ZCTA5 53039,4582,100,16,0,69,11,325,4046,53039
ZCTA5 53040,8358,222,16,3,67,46,231,7757,53040
ZCTA5 53042,6886,138,17,1,30,35,191,6465,53042
ZCTA5 53044,2404,77,1,0,11,121,58,2125,53044
ZCTA5 53045,23651,773,29,3,462,3203,783,18307,53045
ZCTA5 53046,1355,64,4,0,15,58,39,1175,53046
ZCTA5 53047,164,1,0,0,1,0,1,161,53047
ZCTA5 53048,3542,79,12,0,32,17,185,3210,53048
ZCTA5 53049,2536,49,5,0,6,9,75,2390,53049
ZCTA5 53050,7071,194,15,2,29,34,299,6481,53050
ZCTA5 53051,38562,1307,79,9,1432,2349,1251,32022,53051
ZCTA5 53057,1552,28,2,0,5,5,33,1478,53057
ZCTA5 53058,3340,95,0,2,20,40,100,3077,53058
ZCTA5 53059,1774,72,4,3,3,5,63,1614,53059
ZCTA5 53061,5055,100,26,9,28,11,145,4723,53061
ZCTA5 53063,1501,40,6,1,8,12,37,1390,53063
ZCTA5 53065,2128,60,6,0,9,15,47,1991,53065
ZCTA5 53066,36595,1018,60,9,212,334,1207,33657,53066
ZCTA5 53069,732,31,1,2,4,2,14,677,53069
ZCTA5 53070,4893,113,8,0,21,37,183,4502,53070
ZCTA5 53072,26687,804,44,5,327,1273,901,23265,53072
ZCTA5 53073,16286,405,93,2,622,176,678,14260,53073
ZCTA5 53074,13379,416,34,2,246,132,500,12018,53074
ZCTA5 53075,3219,43,6,0,6,19,111,3028,53075
ZCTA5 53076,3760,83,10,1,32,69,70,3484,53076
ZCTA5 53078,1858,36,5,0,3,6,24,1779,53078
ZCTA5 53079,1534,14,2,1,3,0,36,1478,53079
ZCTA5 53080,5457,149,18,2,50,58,233,4932,53080
ZCTA5 53081,43465,1567,166,13,1358,4650,5315,30275,53081
ZCTA5 53083,21768,688,46,3,315,1571,1406,17660,53083
ZCTA5 53085,11671,269,20,3,82,215,467,10588,53085
ZCTA5 53086,9209,267,14,0,52,81,299,8473,53086
ZCTA5 53088,279,3,2,0,0,0,2,271,53088
ZCTA5 53089,19657,566,33,8,218,542,597,17631,53089
ZCTA5 53090,21478,530,50,2,232,130,890,19602,53090
ZCTA5 53091,2013,27,4,0,11,4,57,1905,53091
ZCTA5 53092,21052,672,22,0,570,876,735,18134,53092
ZCTA5 53093,1937,42,3,0,3,19,49,1816,53093
ZCTA5 53094,18510,567,51,6,251,136,1732,15723,53094
ZCTA5 53095,27269,817,68,8,347,301,1090,24541,53095
ZCTA5 53097,7380,240,17,1,230,428,275,6052,53097
ZCTA5 53098,11562,263,28,3,63,95,701,10383,53098
ZCTA5 53099,38,0,0,0,0,0,1,37,53099
ZCTA5 53103,3833,135,11,0,18,15,108,3522,53103
ZCTA5 53104,5950,243,17,0,45,51,332,5241,53104
ZCTA5 53105,29654,909,42,11,204,207,1920,26310,53105
ZCTA5 53108,3317,100,17,0,27,36,279,2837,53108
ZCTA5 53110,18204,807,132,4,755,288,2798,13367,53110
ZCTA5 53114,2491,99,3,0,21,13,470,1874,53114
ZCTA5 53115,15884,440,40,2,140,119,3604,11507,53115
ZCTA5 53118,7085,204,21,0,16,34,220,6583,53118
ZCTA5 53119,5751,138,13,0,32,26,192,5330,53119
